Boađus: 1 058
						
Ovddit123Čuovvovaš
Cealkkačájeheapmi
	Administrative texts –
– Ii daga 	áššin 	buorebun go eanaš neahttaeaiggádat leat suohkanat mat galggaše čájehit veahá sosiála ovddasvástádusa .
Vaikko Fredriksen oaidná Jensen sániin veahá heajos 	áššin 	sidjiide de son ii váldde Sámeálbmot bellodaga moaitagiid rasistan garrasit .
Dássážii ii leat Kárášjoga gielda maidege dahkan 	áššin 	.
Sierra 	áššin 	lea cegget listtu Sámediggái .
- IN MUN GE LEAN jáhkán iežan jerrot , lohká Helga ja atná dan measta jáhkehahtti 	áššin 	.
Madam Min , Harry Potter ja W. I. T. C. H. ovdanbuktet noaidevuođa suohtas 	áššin 	ja gelddolažžan , muhto dušše muhtin moadde čuođi jagi dás ovdal de lei heaksaváidda hirbmat duođalaš ášši .
– Dat dieđus šaddá 	áššin 	, go dat gullá čavgadit boazodoalu rivttiide mii lea sierra fáddá riikačoahkkims .
√ Geassemánu gaskamuttus lei maiddái NBR riikačoahkkin , muhto stivra ii lokten dalle ge Finnmárkoláhka evttohusa sierra 	áššin 	.
Generálačállis lea maiddái riekti ja geatnegasvuohta bargat stivra ovddas 	áššin 	main ii leat dilli vuordit dassái stivra meannuda áššiid .
Ii ge dákkár 	áššin 	leat generálačállis bággu viežžat cealkámuša ovdaolbmos , nubbeovdaolbmos dahje stivrras jus dan ii leat vejolsaš .
Čoahkkima protokollas boahtá čielgasit ovdán ahte Solberg lei mielde čađa gaskka čoahkkimis , gos 	áššin 	earret eará 250 000,- ruvnno juolludeapmi searvái .
Ja go sámedikkeválggat dollojit oktanagas stuorradikkeválggain , de eahpitkeahttá šaddá EU 	áššin 	maiddái sámedikkeválggaid oktavuođas .
Muhto stivra hilggui bidjat dán sierra 	áššin 	.
Sámediggi áigu skábmamánus meannudit dikki doarjjaortnegiid njuolggadusaid sierra 	áššin 	dievasčoahkkimis .
Ahte dál dát ovddiduvvo sierra 	áššin 	dievasčoahkkimis lea vel buoret ja maiddái áibbas erenoamáš .
Dat šaddá stuorra luonddugáhtten 	áššin 	midjiide , lohká GAIA nammasaš Ruošša birasgáhtten searvvi ovddasteaddji Elena Klujuchnikova preassadieđáhusas .
– Mii eat daga maidige eambbo 	áššin 	ovdalgo leat čálalaččat leat ožžon rumašrahpan bohtosiid .
Mii doaivut geargat 	áššin 	hui johtilit .
Nilut maid deattuha identitehta deahalaš 	áššin 	.
Sii leat doallan álbmot oahkkima gos bá kku heittiheapmi lei 	áššin 	, muhto ba kku njunnosat eai lohpidan doalahit ba kku Garegasnjarggas .
Son gáibidii dán ođđa 	áššin 	Sámediggeeráđđái .
Dán vahkkosaš deaivvadeamis lea earret eará Ráđđehusa árvaluvvon Finnmárkkuláhka 	áššin 	.
– Dieđusge lea mus gaskkohagai veahá čoavjebávččas dáinna 	áššin 	.
Son ja álgo sániidisguin dajai ahte lea duođai ártet go nissoniid dili ferte sierra 	áššin 	bidjat NBRa jahkečoahkkimii .
Oamasteapmi lei 	áššin 	diibmá riikkačoahkkimis .
Sierra 	áššin 	lea cegget listtu Sámediggái .
Nealgudanakšuvnnat leat leamaš váttis 	áššin 	sápmelaččaide , erenoamázit sámi politihkkariidda .
Bb nagodii cegget Divtasvuona-Oarjevuona ráfáiduhttinplánaid Sámedigge 	áššin 	
Bargiidbellodat nagodii cegget Divtasvuona-Oarjevuona ráfáiduhttinplánaid 	áššin 	Sámediggái
Sámedikki várrepresideanta Ragnhild Nystad ii loga dan maidege dramatihkaid go dohkkehedje Divtasvuona-Oarjevuona plánaproseassa cegget sierra 	áššin 	.
Ii daga maide ahte buot dieđut bohtet ovdan dán áššis , ja danne šaddá maid dievasčoahkkin 	áššin 	.
Odne lea Divtasvuona-Oarjevuona ráfáiduhttinplánaproseassa sierra 	áššin 	dievasčoahkkimis , maŋŋel go Bargiidbellodat dan gáibidii .
Odne leat Divtasvuona // Oarjevuona suodjalan- ja geavahan plánat sierra 	áššin 	dievasčoahkkimis .
Divtasvuona - Oarjevuona ođđa ráfáiduhttinplánaproseassa leamaš báhkka 	áššin 	Sámedikkis .
Dušše dáppe Norggas leat mii nagodan dahkat EU-ášši erenoamáš 	áššin 	kapitálafámuide ja politihkalaš olgešbeallái .
Dušše dáppe Norggas leat mii nagodan dahkat EU-ášši erenoamáš 	áššin 	kapitálafámuide ja politihkalaš olgešbeallái .
Sámedikki vuoigatvuođalávdegoddi lea bargan 	áššin 	logemat jagi .
Stivrenjoavku lea maid árvvoštallan mo bargat 	áššin 	ain ovddosguvlui .
Gitta Hålogalándda láhkamánnerievttis finai Hætta 	áššin 	ovdalgo vuollánii .
Sámi joatkkaskuvllain lea ossodatstivrenčoahkkin distaga Kárášjogas , gos earret eará ruhtadilli ja boahtte skuvlajahki lea 	áššin 	.
Dál leat ožžon dán 	áššin 	fas , ja de ferte oaidnit maid Stuoradiggi dál dahká .
Ráđđi ovddidii maiddái Ealáhus - ja kulturlávdegoddái 	áššin 	ahte Sámediggi bivdá Ráđđehusas ráđđádallamiidda ovdalgo stáhta ráhkada fálaldagas boahttevaš boazodoallošiehtadussaide .
NSR ovttasbargojoavku Ann-Mari Thomassen bokte lea evttohan dán Sámediggái 	áššin 	.
Odne lea dievasčoahkkimis sierra 	áššin 	oahppováillagiid gáibádus
Sierra lávdegoddi lea ásahuvvon bargat viidáseabbot 	áššin 	.
Dál dat ii boađe šat 	áššin 	dohko .
In ge sáhte dadjat šattašii go dát 	áššin 	, go in áiggo šiehtadallagoahtit medias ođđa njuolggadusaid , lohká Brørs .
Son lokte evttohusa 	áššin 	Unjárgga gieldda ovdagottečoahkkimii , mii lea čakčamánu vuosttaš beaivvi .
Várggátis ja Čáhcesullos leat sierra juristtat bargamin 	áššin 	.
– Fylkkadiggi áigu gieđahallat bievlavuodjima sierra 	áššin 	čakčat .
Wikström ii loga dán ođđa 	áššin 	.
– In leat sihtan su dan dahkat , dat ii leat goassege leamaš 	áššin 	munno gaskkas .
Dasto go sus jerrui searvat ásahit sámi searvvi , de sutnje lei dat diehttelas 	áššin 	.
Sátnejođiheaddji lohká dán duođalaš 	áššin 	.
Guovdageainnu Dáloniid Listtu Isak Mathis O. Hætta evttohii 	áššin 	lávdegottis ahte sámi duojarat ožžot doarjaga ovddit ortnega mielde .
Son ii sáhte lohpidit ahte dát šaddá 	áššin 	forumii , danne go heaitá jođiheaddjin ja forumlahttun jahkemolsašumis .
– Mis ii leat leamaš dát 	áššin 	gielddastivrras dahje ovdagottis , danin orru veahaš árrat dadjat gosa dát hálddašanorgána galgá biddjot , lohká Sæther .
Mii ávžžuhit sámegielddaid eambbo ovttasbargat 	áššin 	, ja hállat ovttain njuokčamin njunuš eiseválddiide .
Dat mearkkaša ahte guovllukommišuvnna árvalus dáidá šaddat boahtte čavčča válgagižžui 	áššin 	.
Boahtte mánus lágida ges SáB riikačoahkkima Guovdageainnus , muhto Trosten ii loga diehtit šaddá go dát 	áššin 	jahkečoahkkimis .
– Boazodoallohoavda ja álgi stáhtačálli Ellen Inga O. Hætta láhtte fuollameahttun ja suorggahahtti vugiin olbmuiguin olggobealde Finnmárkku , beaškala Urheim , gii lohká diehttelas 	áššin 	ahte guoros sadji várrejuvvo olbmuide geain lea gullevašvuohta Nordlándii .
Jus leat aktoolmmoaš , de sáhtát gávnnadit soapmasiin dál , ja dát sáhttá šaddat bistevaš 	áššin 	.
Priváhta vai almmolaš 	áššin 	?
Priváhta vai almmolaš 	áššin 	?
Konferánsa jearrá galgá go sámi dásseárvobargu ain leat priváhta 	áššin 	, mas sámenissonat ja sin organisašuvnnat váldet ovddásvástádusa , vai ii go dát galggašii fargga šaddat almmolaš ovddasvástádussan .
Hætta ii loga vel diehtit šaddá go válgasearvan sierra 	áššin 	jahkečoahkkimis .
ČOAHKKIMIS : Rogalándda fylkkadoavttir Ole Mathis Hetta lei bearjadaga čoahkkimis Guovdageainnus , gos heajos doavtterdilli lei 	áššin 	.
Jus leat aktoolmmoš , de sáhtát gávdnat muhtuma geasa liikostat , ja dát sáhttá šaddet bistevaš 	áššin 	.
Son lohká vuođđoealáhusaid seailluheami oktan deháleamos 	áššin 	.
Dehálaš 	áššin 	Ásllat máinnaša rádjaovttasbarggu čuolmmaid čoavdima , ovttaskas olbmuid bargoeallimis ja fitnodagaid gávppašeami olis .
Álgoálggus leat sii guoddalan ovttas bearašin , ja oktan 	áššin 	.
Biebmobearráigeahčču lea vuhtiiváldán Gilde NNS váidaleami áššis , ja čállá reivvestis golggotmánu 7. b. ahte sii mieđihit dán mearrádusa prisihpalaš 	áššin 	, ja ahte dát njuolggadusdulkojupmi soaitá leamaš oađđi paragráfan , dan gaskas go biergoealáhus lea ovdánan eará guvlui .
Dan geažil ovddidedje fas Olgeš ja Guovdageainnu Johttisápmelaččaid Listu ođđa 	áššin 	Sámedikki dievasčoahkkimii ahte eiseválddit bissehit boazologu heiveheami dassá rievdaduvvon Boazodoalloláhka meannuduvvo Stuorradikkis .
Son áigu dál dán bidjat girkolaš oktasašráđđái 	áššin 	.
– Dalle leat lávdegottečoahkkimat , nu ahte doallat ovtta beaivvi liige dievasčoahkkima , gos šaddá dát maiddái 	áššin 	, muitala Nystø .
Šaddá 	áššin 	guovvamánus
Liikká šaddá Sámedikki ruhtageavaheapmi sierra 	áššin 	dievasčoahkkimis .
Čoahkkimis Sámedikki joavkojođiheddjiiguin mánnodaga , skábmamánu 13. beaivvi , šiehtaduvvui ahte maiddái mediaid ságat Sámedikki birra sáhttet váldojuvvot 	áššin 	dán seamma čoahkkimis .
Grethe Nygaard , Sosialdepartemeanttas , lohká Sámi Áigái ahte departemeanta ieš áigu váldit spesialista-guovddaža 	áššin 	jus fylkkagieldda áirasat dan eai dagaš .
Suohkana giellalávdegotti jođiheaddji Mikkel Magnus Utsi árvvoštallá dál dán bidjat 	áššin 	lávdegoddái .
Muhto dál ii leat oktage gii fuolaha ahte mánát ožžot dan oahpu , lohká Sárá , gii lohká dán dehálaš 	áššin 	ovdalaš válggaid .
Oahpaheapmi boazodoalus - 	áššin 	bahádahkkiid bivdiide ?
SSSR:s lea leamaš heajos eksámenboađus stivrras 	áššin 	.
- Daiguin ođđa 	áššin 	lea evttohuvvon mánáidprogámmat ja dásseárvu , dan lassin árvalusa mielde YLE galggašii maid fuolahit máŋggakultuvrralašvuođas .
Olmmošgoddimat eai juo oba dovdojuvvonge sámi servodagas , muhto dán áiggi dat orru gullame mealgadii juohkebeaivválaš 	áššin 	.
– Boahteáiggis ferte Sámediggi beroštisgoahtit dábálaš 	áššin 	nugo earret eará skuvlla ja mánaid bajásgeassin polithkas .
Veikkohan ovddit válgabajis doalai dehálaš 	áššin 	ja lei ieš evttoheame gielddaráđi ( kunnallisneuvos ) árvonama dál válljejuvvon ságadoallái Erkke Ándii .
Sámedikki dievasčoahkkimis lei 	áššin 	evttohus ásahit Várnjárgga álbmotmeahci .
– Lea šállošahtti jus dát bargu maŋitáiggis lea negatiivvalaččat ovdanbukton ja jus dan leat atnán dakkár 	áššin 	maid sáhttá vávjit .
Stuora 	áššin 	šaddan
– Lea šaddan stuora 	áššin 	dáppe go mun lávllun nuortalašsámegillii , dat oainnat ii leat ealli giella dáppe , lohká Sanila .
Ja sáhtát vel heajos áššiidge rievdadit buorren 	áššin 	.
– Muhto mis NSR parlamentáralaš jođihangottis ( Berit Ranveig Nilssen , Sven-Roald Nystø ja Aili Keskitalo ) lávejit duollet dálle čoahkkimat ja dát dieđus šaddá mis 	áššin 	boahtte čoahkkimis , muitala Nilssen .
Seammás Suoma njunušeiseválddit oaivvildit dán leat báikkálaš 	áššin 	, ja ávžžuhit čoavdit ášši báikkálaččat .
Dáinna láhttádallanvugiin maid diehtá Mary ahte sáhttá suhttadit muhtumiid sámis gos dát lea tabua 	áššin 	.
Hedstrøm oaidná dán nu hoahppo 	áššin 	ahte ealáhuslávdegoddi berre geahččalit gergehit ášši ovdal Stuorradikki geasseluomu .
Urheim baicca lohká dán 	áššin 	stáhta ja sámi álbmoga gaskkas .
Mun doaivvunge ahte 1800-logu áigge rádjegiddemiid čuovvumušain boatkanan oktavuođat fulkkiide boađášedje buorránit ja gulahallan sin gaskka šattašii lunddolaš measta juo dadjat beaivválaš 	áššin 	.
Bajimuš 	áššin 	loktanedje sámegielat girjjiid olggosaddima váttisvuođat .
– Mun ledjen ieš johttisápmelaččaid searvvi jahkečoahkkimis go dat 45 proseanta njuovvan lei 	áššin 	.
– Mun ledjen ieš johttisápmelaččaid searvvi jahkečoahkkimis go dat 45 proseanta njuovvan lei 	áššin 	.
Josef Vedhugnes mielas berre dát šaddat 	áššin 	Stuorradikkis .
– ON eamiálbmoga bistevaš forum sáhttá loktet dán áigeguovdilis 	áššin 	, ja cuiget ahte rikkis Norggasge sáhttet olbmuid eret eatnamis bágget .
– Doaivvun oažžut dan 	áššin 	ráđi čoahkkimii mii dollo dán mánu loahpas .
Sara lohká dán leat bušeahta 	áššin 	.
Somby maid gullá dan seamma siidii , ja guovtte jagi dassái álggii son bargat dáinna 	áššin 	NBR:s .
Sámedikki ráđđeaddi Johanne Gaup loktii mannan vahku sierra sámeministara dahje sámi stáhtaráđi jurdaga áigeguovdilis 	áššin 	.
– Muđui lea midjiide boazodoallu oppalaččat maiddái hui dehálaš 	áššin 	, lohká Appfjell .
Jus dus vigget leat beare alla jurdagat iežat birra , morálalaš headjuvuođaid it ane 	áššin 	dahje jurdilmeahttumit dajat áššiid birra , de cuiggoduvvot dáinna beliin luonddustat .
« Veagalválddálašvuohta ruovttuin adno dávjá priváhta 	áššin 	, muhto lea ON 1979 nissonkonvenšuvnna čilgehusa mielde olmmošvuoigatvuođarihkkun ja danin ráŋggáštusvuloža doaibma ...
RIIDUN : Sámi spábbačiekčanriikajoavkku čiekčamat leat šaddan riiddu 	áššin 	.
Dattetge šálloša Nilut go Sámi spábbačiekčan dál lea šaddan politihkalaš 	áššin 	.
Áhkku dutkagođii ášši , gávnnai kluŋkafárpala mii lei guorus , ja vigui gánddaguoktá 	áššin 	.
Dat boahtá maiddái šaddat okta váddáseamos 	áššin 	Ruoŧa ja Suoma ráđđehusaide , oaivvilda Vars .
Mun doaivvonge ahte 1800-logu áigge rádjegiddemiid čuovvumušain boatkanan oktavuođat fulkkiide buorránivčče ja gulahallan sin gaskka šattašii lunddolaš measta juo dadjat beaivválaš 	áššin 	.
– Norggas ráđđehus ja Stuorradiggi berreba dahkat eallisilbbain mirkkohuvvama gažaldaga áigeguovdilis 	áššin 	, lohká Gerd Bang-Johansen .
Dán ášši leat sii fas lokten ođđa 	áššin 	dievasčoahkimii boahtte vahkus .
Dan beaivve go Finnmárkkuopmodaga stivra čoahkkana vuosttas čoahkkimii , de lea hálddahusášši vuosttas 	áššin 	, maŋŋá go leat válljen opmodatstivrra jođiheaddji .
Son liikká lohká ahte njuolggadus rievdadan evttohus šaddá 	áššin 	jahkečoahkkimis .
Son čuoččuha viidasit ahte dál lea šaddan Finnmárkkuopmodat sámeáššiin ja ii ge šat Finnmárkku 	áššin 	.
NSR sámediggejoavku evttoha otná iđit ođđa 	áššin 	, ahte Sámediggi ásaha sámi mediafoandda , masa biddjo vihtta miljovnna ruvnno vuođđokapitála , ja dán sámediggeáigodagas gitta ovtta miljovnna ruvnno foandda doaibmagoluide .
Dalle leat ohpihii šaddan sámefoandda ruđat báhkka 	áššin 	Sámediggái .
Guovddáš 	áššin 	SSL dikkis lea maiddái bušeahtta .
Nuppe dáfus lohká Nordlund leat dovddus 	áššin 	ahte olbmot álo hálidit geahččat geahppadit suohtastallanbihtáid .
– Dieđusge sáhttet ovttaskas lahtut Boazodoallostivrras loktet dán 	áššin 	, muhto Boazodoallohálddahus ii áiggo ráhkkanahttit ášši meannudeapmái , lohká Stig Gøran Hagen .
Dál lohká Deanu gieldda ovdánahttinossodaga hoavda Svein Ottar Helander ahte Suodjalus lea eará dilis plána- ja huksenlága ektui go dábálaš olmmoš , nu ahte dán ášši eai oainne 	áššin 	.
Muhto jus Jørn Are Gaski lokte dán 	áššin 	jovkui , de dieđusge gieđahallat dan áššin , lohká Olli .
Muhto jus Jørn Are Gaski lokte dán áššin jovkui , de dieđusge gieđahallat dan 	áššin 	, lohká Olli .
Gávpogiid studeantafeasttain alkohola lea šaddan guovddáš 	áššin 	.
Mu dieđu mielde ii leat oktage dain báikkálašservviin mat čuoččuhit iežaset dieđihan eret SÁL:s sádden lobálaš jahkečoahkkingohččumiid áššelisttuin mii čájeha ahte eretcealkin SÁL:s lei 	áššin 	.
Dál lea ge ášši šaddan maiddái politiijaide 	áššin 	.
Saxi ávžžuha Keskitalo njuolggadusárvalusa sáddet gulaskuddamiidda sihke almmolaš eiseválddiide , organisašuvnnaide ja earáide ovdalgo Sámedikki dievasčoahkkima 	áššin 	biddjo .
Dan dadjá Sámiid Duoji jođiheaddji Anders S. Buljo , gii lohká dán šaddat 	áššin 	organisašuvnna jahkečoahkkimis mii lea dán vahkkoloahpa .
Duodješiehtadusa moivi , mas leat hilgojuvvon eanas duojárat , lea šaddan politihkalaš 	áššin 	, go várrepresideanta Johan Mikkel Sara lohpida doallat čorgen čoahkkima jođáneamos lági mielde .
Deanu luossabivddu ii oaččo atnit Suoma bealde dušše Ohcejoga gieldda olbmuid 	áššin 	, muhto galgá oaidnit ollu viidáseappot .
Lulli-Trøndelága ja Hedmárkku Boazosámiid Searvvi ovdaolmmoš Lars Aage Brandsfjell ii leat oaidnán raportta , muhto lohká dan oahpes 	áššin 	go sii beaivválaččat rahčet sisabahkkemiid vuostá .
Odne álgá ge NBR riikačoahkkin Álttás , Rica Hoteallas , ja ovdaolbmo válga lea lávvordaga maŋemus 	áššin 	.
Deanu luossabivddu ii oaččo atnit Suoma bealde dušše Ohcejoga gieldda olbmuid 	áššin 	, muhto galgá oaidnit ollu viidábut .
– Mun in dieđe dávista go mearrádus Sámedikki njuolggadusaide , muhto Sámedikki dieđus sáhttá bissehit dán ášši , jus oidnet dán stuorra 	áššin 	.
Muhto dat ii leat dahkkon Henriksen dieđu mielde ja danne lea su mielas dát šaddan prinsihpalaš 	áššin 	, vaikke lea sáhka smávva lihkahallamis .
Dát gažaldat šattai baifáhkka áigeguovdilis 	áššin 	maŋŋá go Janoš Trosten guovttos fálaiga iežaska heajaid mediaide alimus haddái .
Dat lea hirbmat váttis ja divrras bargat dakkár áššiiguin go daid šaddá gieđahallat eaŋkil 	áššin 	ja dalle dat šaddá hirbmat divrras suohkanii , deattuha Sten Olav Hætta .
OVDAL go Kripos bođii Guovdageainnu nissonolbmuide veahkkin de orui nu ahte politiijat eai atnán rohcošanáššiid obage 	áššin 	.
Maiddái gurutbellodaga Anton Dahl lohká Lahpoluobbal skuvlla 	áššin 	boaittobealbáikkiid vuoruheapmin .
Thomassen maid ii hálit kommenteret gallii Sámediggi lea molson musihkkafágaolbmuid , go lohká dan ge leat siskkáldas 	áššin 	.
Dálá johttiide máŋga báikenama mearkkašupmi báhcá čiegus 	áššin 	.
Máze skuvla rektor Mikkel Per N Sara lohká dán leat váivves 	áššin 	.
– Ráđđádallan lei galgat sierra 	áššin 	
– Várrá livččii vuogas ahte ráđđádallan livččii biddjojuvvon sierra 	áššin 	, iige digáštallan dán boazodoalloláhkaevttohusa áššemeannudeamis , logai Hætta .
Gehččiid lohku lea garrasit njiedjan , ja NRK Sámi Radio kulturmágasiinnas lea dát 	áššin 	.
Guovdageainnu meahcásteddjiid searvvi jođiheaddji ii ane bievlavuodjinášši bassi 	áššin 	maid ii galgga duohtadit .
Dán vahkku lea mánáid psykalaš dilálašvuohta 	áššin 	.
Sara muitala ahte sii dál farggamusat áigot Sámedikkis loktet dán motorjohtolatlága 	áššin 	:
	Min Aigi –
Son loktii mannan giđa juo Sámedikki dievasčoahkkimis 	áššin 	mas bivddii ráđi bargagoahtit dainna go mánáidsuodjalusain lea máhtolašvuohta váilevaš sámi mánáid ja nuoraid birra go šaddet fáhkka eret ruovttus guhkit áigái .
Mun doaivvonge ahte 1800-logu áigge rádjagiddemiid čuovvumušain boatkanan oktavuoðat fulkkiide boađašedje buorránit ja gulahallan sin gaskka šattašii lunddolaš measta juo dadjat beaivválaš 	áššin 	.
Mun doaivvonge ahte 1800-logu áigge rádjagiddemiid čuovvumušain boatkanan oktavuođat fulkkiide boađašedje buorránit ja gulahallan sin gaskka šattašii lunddolaš measta juo dadjat beaivválaš 	áššin 	.
Dies livččii sáhttán loktet dan positiivvalaš 	áššin 	, ahte nissonolbmo oainnut sáhttet dál boahtit buorebut oidnosii .
Ledjet máŋgga eará noađi lassin váldán váimmu 	áššin 	báikkálaš olbmuid guollerivttiid čielggadeami ja dáid bealis Don mu áddejumi mielde sohtet olles áigge – gitta loahpa rádjái .
– Ii bat leat dábálaš jienastit dákkáraš áššis , geahččalii SáB áirras , Brita Kåven caggat áššeheaittiheami , go lei evttohan ášši vuosttaš 	áššin 	Kárášjoga gieldastivrras .
Medias lea beaggán ahte Jánoš Trostenis leat ovttasbargováttisvuođat earáiguin ja maiddái áššit maid Jánoš lea okto bajidan 	áššin 	.
Áššit šadde stuora 	áššin 	medias riikkaviidosaččat .
Mannan giđa loktii juo NSR sámediggeáirras Riita-Alise Porsanger 	áššin 	dievasčoahkkimis mas dáhtui ráđi bargagoahtit dainna go mánáidsuodjalusain lea máhtolašvuohta váilevaš sámi mánáid ja nuoraid birra go šaddet fáhkka eret ruovttus .
Dasa gullá maid luohttevašvuohta , muitalit okta nubbi nissonolmmoš ja lohket kurssa sidjiide hui duođalaš 	áššin 	.
Maŋemus go Stuoradiggi gieđahalai boraspirepolitihka , de lei guovddáš 	áššin 	unnidit vuostelasvuođaid , lohká Olli .
Sámedikki várrepresideanta oaivvilda prinsihppalaš 	áššin 	ahte jus stáhtas leat ain eatnamat de galget dat addot ruovttoluotta .
Dan ii atnán boazodoallu ieš stuorra 	áššin 	, iige ge su bargoaddi Eanandoallodepartemeanta .
Ii ane 	áššin 	
Son oaidná dehálažžan ahte báikkálaš bellodagat dál ovddidit riikkačoahkkimii 	áššin 	njuolggadusaid divvuma , vai dakkár diliid garvá boahtteáiggis .
Ikte lei plánalávdegottis čoahkkin , gos Gaup ovddidii 	áššin 	ahte máđiija Beaŋgiris , Ásebávttis , ferte giddet sihkkárvuođa geažil .
Dasgo SáB dál lea mediain buolli báhkka 	áššin 	, maiddái galggašii nu leat válgagiččus dás rájes ja válggaide čakčamánus , lea dego nuvttá fidnet vehkiid !
GBF doalai stivrračoahkkima 09.03.07 gos 	áššin 	lei ođđa boazoláhka árvalus , Ot. prp. nr.25 .
– Mii leat dohkkehan Biebmobearráigeahču mearrádusa , lohká Boalvára stivrraláhttu Nils Maths M. Sara ja atná dan diehttelas 	áššin 	go jo bierggut ledje billahuvvan .
Dan dadjá Sámedikki bajásšaddan- ja oahppolávdegotti jođiheaddji Synnøve Solbakken Härkönen , gii oaidná dan duođalaš 	áššin 	máid dál áigu doalvut NSR jovkui áššin .
Dan dadjá Sámedikki bajásšaddan- ja oahppolávdegotti jođiheaddji Synnøve Solbakken Härkönen , gii oaidná dan duođalaš áššin máid dál áigu doalvut NSR jovkui 	áššin 	.
– Juohke láhkái ferte dát šaddat 	áššin 	juo dán mánu dievasčoahkkimis , muhto Bargiidbellodaga sámediggejoavku ii leat vel digáštallan ášši , dadjá Gaski .
– Mun boađán evttohit dan sierra 	áššin 	Sámediggái dainna ulbmilin ahte sámegiela konventremii juolluduvvo sámefoanddas ruhta go Sámedikki bušeahtas , dadjá Jánoš Trosten .
Čielga Sámi Jiena sámediggeáirras Jánoš Trosten vikkai oažžut lávdegotti lohpidit ahte Sámedikki meannuda sierra 	áššin 	dán mánu dievasčoahkkimis .
Muhto sihke NSR ja Bargiidbellodaga áirasat hálidedje doalvut vuos ášši iežaset joavkkuide ságasteapmái , ja lávdegotti jođiheaddji Synnøve Solbakken Härkönen ii sáhte lohpidit ahte dat šaddá sierra 	áššin 	dievasčoahkkima áššelistui .
– Mun boađan ovddidit dan liigeáššin , jus dat ii šatta sierra 	áššin 	dievasčoahkkimis , lohpida Jánoš Trosten .
Odne lokte Synnøve Solbakken Härkönen 	áššin 	Sámedikki dievasčoahkkimii ahte Máhttodepartemeanta ferte juolludit eambbo ruđa sámi oahpahussii .
Sámediggeáirras geahččalii oažžut konverterema sierra 	áššin 	Sámedikki dievasčoahkkimis , muhto dása ii mieđihan sámediggeráđđi .
Vaikko vel lei ge máhttolokten prinsihpat 	áššin 	gaskavahkku Sámedikki dievasčoahkkimis , de ii šaddan dás ollus sáhka , go eanaš áirasat geat sárdnestoalus fitne dáhtto konverterema máhcahuvvot fas sámeskuvllaide .
Konverteren ii sierra 	áššin 	
Sámediggeáirras Kjersti Myrnes Balto geahččalii maŋŋebárgga árvalit konverterema sierra 	áššin 	, muhto dása ii mieđihan sámediggeráđđi .
Vaikko Myrnes Balto ákkastalai ge sámeoahpahusa dehálašvuođa seailluhit sámi kultuvrra ja giela , ii juksan áddejumi sierra 	áššin 	dán .
Amoc:a CD-skearru buvttadeaddji Jussi Isokoski ii jáhke háššaborggaheapmi leat nu stuorra 	áššin 	ja danin ii váikkut dát ráppára karrierai .
Mis Bargiidbellodagas lea leamaš dehálaš 	áššin 	buohkaide sihkkarastit oahpu , beroškeahtta sosiála duogažii ja geográfalaš gullevašvuhtii .
Dát lea leamaš dehálaš 	áššin 	SGas máŋga jagi ja 2008 rájes viiddiduvvo diibmolohku vuođđoskuvllas 1.-4. luohkas viđáin diimmuin .
Muhto sii eai dieđe leat go geargan 	áššin 	álfarot , go fertejit oaidnit maid dát stuorra fabrihká dahká vuos duomuin .
Aili Keskitalo imašta Sara moaitagiid : – Dan mun gal imaštan , nu guhká go diehtit ahte Johan Mikkel Sara su polithkalaš áigodagas lea njuiken ovtta bellodagas nuppi bellodahkii , ja dađi eanet in šat kommentere dán ášši , go mun ja maiddái NSR leat geargan dáinna 	áššin 	.
Diimmá válgagiččus , muitala Lasko , ledje eanaš báikkálaš bellodagain guovddáš 	áššin 	ahte sii eai doarjjo ILO 169 vuolláičállima go balle massimis jienaid .
Norgga Sámiid Riikkasearvi oaivvilda duođalaš 	áššin 	ahte eiseválddit meannudit eanandoalu ja boazodoalu guovtteláhkái dán divatáššis .
Son lohká dán gullat siskáldas 	áššin 	NRK:ii
Juo , sihkkarit livččii riikaaviisain ja TV:s leat dat vuosttaš 	áššin 	, muittoha FD váldočállosis .
Aikio oaidná ášši prinsihppalažžat nu dehálažžan ahte dat lea šaddamin obba Sámi 	áššin 	go das oaidná mot eanetlohku sáhttá unnitlogu birgejumi njulgestaga heaitthit mearrádusain .
– Dan geažil ii leat leamaš čoahkkin vel parlameantáralaš ráđis , muhto leat gergosat dán ášši geahččat jus loktejuvvo 	áššin 	.
– Áššit meannuduvvojit dán ceahkádaga mielde , stádaadvokáhtat áššáskuhttet dábálaččat áššiin main lea ráŋggáštusmearri badjel guhtta jagi , ja dakkár 	áššin 	main politijuristtain ii leat váldi , čilge Hætta .
Easka nammaduvvon stádačálli Valle ii háliidan nu ollu dadjat mannan bearjadaga makkár hástalusaid son oaidná dán ođđa doaimmas , muhto lohká prinsihpalaš dieđáhusa sámepolitihka birra stuora 	áššin 	.
NSR sámediggejoavku ovddidii ášši ođđa 	áššin 	Sámediggái ja sii leat ge hirpmáhuvvan mediabearráigeahču badjelii .
Vuosttaš 	áššin 	duorastaga dievasčoahkkimis lei Sámedikki ja Romssa fylkkasuohkana gaskasaš ovttasbargošiehtadus .
Min Áigi lea mieleavttus boastut čállán mu vástádusa , go leat jorgalan earenoamáš ášši dábálaš 	áššin 	.
Dat čájeha ahte sii áigot bargat viidáset teáhtervisti 	áššin 	, lohká Gunnarsson iluin .
