[lemma = "oahpaheaddji"][lemma = "gii"]
Boađus: 717

	Administrative texts –
IT ođasmahttin galgá leat buorrin oahppiide ja 	oahpaheaddjiidege , geat 	de besset atnit fierpmádaga lonohallat oahpahallandieđuid .
Dikkis ledje gieldda beales vihtanin ee. vihtta sámelogahaga 	oahpaheaddji , geaid 	gáibádusas gielda lei earuhan Hageliinna .
Min váidaga konkrehta dokumenttat duođaštit sápmelašvuođa vuosttildeaddjin daid 	oahpaheaddjiid , geat 	ledje gáibidan Hageliinna earuheami .
Muhto nuoraidskuvllas ii leat eanet go guokte diimmu sámegiella vahkus , ( go eai leat doarvái 	oahpaheaddjit , geat 	máhttet sámegiela ) .
– Mii dinet unnit go 	oahpaheaddjit , geaid 	mii neavvut beaivválaččat , lohke sii .
Manin ovdamearkan 	oahpaheaddjit , geat 	leat orron Sámis máŋgalot jagi , eai máhte sámegiela .
Outi Paltto ja Minna Heikurainen mielas lea buorre , go sis lea 	oahpaheaddji , gii 	sihkkárit máhttá dárogiela dievašlaččat .
Skuvlema ulbmilin lea oažžut iešguđege ávdnasii gelbbolaš 	oahpaheddjiid , geat 	bastet oahpahit sámegillii .
Dasa lassin galggašii dat leat áigeguovdil 	oahpaheddjiide , geat 	barget skuvllas juo ja geain váilu oahppu sámegielas ja sámegiela birra .
Goabbat ge báikkis leat gávdnon 	oahpaheaddjit , geat 	ieža leat čállán ja movttiidahttán ohppiideaset čállit sámegillii .
Dasa lassin ledje máŋga jagi dušše olggobealde 	oahpaheaddjit , geat 	eai dovdan báikkálaš servodaga dárbbuid eai ge sámi árbevieruid .
Dalle dat 	oahpaheaddjit , geat 	válljejit váldit lassioahpu eai válddekeahttá oaččo bálkká dan ovddas mii sidjiide gulašii .
- Dat ii galgga dainna lágiin ahte sámegielat oahpaheddjiin eai galgga seamma eavttut go dárogielat 	oahpaheddjiin , geain 	gávdnojit buot lágan ođđa girjjit , muhto sámegielas ii gávdno bálljo mihkkege .
Oktasašbargoorgána mearridii addit sámiid ruovttuguovllu gielddaide ávžžuhusa , man mielde sámegiela ja sámegielat oahpahusa mearreáigásaš oahpaheddjiide ja 	oahpaheddjiide , geain 	ii leat formálalaš oahpaheaigelbbolašvuohta , máksojuvvošii bálká maiddái gease-mánotbajiin .
Oktasašbargoorgána mearridii addit sámiid ruovttuguovllu gielddaide ávžžuhusa , man mielde sámegiela ja sámegielat oahpahusa mearreáigásaš oahpaheaddjiide ja 	oahpaheaddjiide , geain 	ii leat formálalaš oahpaheaigelbbolašvuohta , máksojuvvošii bálká maiddái geassemánotbajiin .
	Science texts –
Dainna sáhttet čájehit prošeavtta bohtosiid dušše dat 	oahpaheaddjit , geat 	serve prošektii .
Ovdalis lea juo namuhuvvon álgoálbmogiid árgivuohta ja leage čalbmáičuohcci , man ollu leat 	oahpaheaddjit , geat 	muđui leat nannosat iežaset ámmáhis , geat eai duostta ávkkástallat iežaset kulturduogážiin ja kulturmáhtuiguin skuvlabarggus .
	oahpaheddjiide , geat 	ieža bajásšattadettiin leat vásihan jávohisvuođa dáid rituálaid hárrái , lea lunddolaš leat várrugas .
Loahppabargguid válmmaštedje oktiibuot 13 	oahpaheaddji , geaid 	barggut leat dohkkehuvvon formála eksámena bokte iešguđege dásis pedagogihkas , nappo bachelor- , master- ja oahpaheddjiid joatkkaoahppodási bargun , Luleju Teknihkalaš Universitehtas ( LTU ) .
suomagielat oahppit ja 	oahpaheaddjit , geat 	eai máhte sámegiela .
informánta geavahii sámegiela dušše golmmain 	oahpaheaddjiin , geat 	ledje sihke giela ja 
